180,OMI,Cheerleader (Felix Jaehn Remix Radio Edit)
175,Major Lazer and DJ Snake featuring MØ,Lean On
243,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now
201,Pitbull featuring Chris Brown,Fun
244,DJ Snake and AlunaGeorge,You Know You Like It
200,Nick Jonas,Chains
223,Maroon 5,This Summer's Gonna Hurt Like a Mother...
198,Andy Grammer,"Honey, I'm Good."
229,Taylor Swift,Style
277,Ed Sheeran,Thinking Out Loud
193,Little Big Town,Girl Crush
204,Conrad Sewell,Hold Me Up
220,Clairity,Scarecrow
223,Jidenna featuring Roman GianArthur,Classic Man
187,All Time Low,Something's Gotta Give
215,Smallpools,Dreaming
259,Lady Gaga,Born This Way
229,Enrique Iglesias featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You)
241,Rihanna,S&M
226,Britney Spears,Hold It Against Me
218,Kesha,Blow
218,Bruno Mars,Grenade
228,Katy Perry featuring Kanye West,E.T.
210,Pink,F**kin' Perfect
238,Diddy – Dirty Money featuring Skylar Grey,Coming Home
222,Chris Brown featuring Lil Wayne & Busta Rhymes,Look at Me Now
227,Jeremih featuring 50 Cent,Down on Me
250,The Black Eyed Peas,The Time (Dirty Bit)
227,Usher,More
226,Adele,Rolling in the Deep
220,Cee Lo Green,Forget You
229,Avril Lavigne,What the Hell
198,Hot Chelle Rae,Tonight Tonight
213,Parachute,You and Me
226,Michael Franti & Spearhead,I'll Be Waiting
186,Cody Simpson,All Day
202,Britney Spears,Stronger
199,Samantha Mumba,Gotta Tell You
199,NSYNC,Bye Bye Bye
214,ATC,Around the World (La La La La La)
220,Jennifer Lopez,Love Don't Cost a Thing
219,Destiny's Child,Independent Women Part I
227,Shaggy,It Wasn't Me
204,3LW,No More (Baby I'ma Do Right)
217,K-Ci & JoJo,Crazy
249,R. Kelly,I Wish
229,Backstreet Boys,Shape of My Heart
201,Evan and Jaron,Crazy for This Girl
268,Coldplay,Yellow
226,Lenny Kravitz,Again
236,Fuel,Hemorrhage (In My Hands)
232,Creed,With Arms Wide Open
232,Incubus,Drive
244,U2,Beautiful Day
229,Everclear,AM Radio
200,Maroon 5 featuring Christina Aguilera,Moves like Jagger
208,Britney Spears,I Wanna Go
206,David Guetta featuring Usher,Without You
211,Cobra Starship featuring Sabi,You Make Me Feel...
192,Alexandra Stan,Mr. Saxobeat
225,Dev,In the Dark
235,Foster the People,Pumped Up Kicks
238,Rihanna,Cheers (Drink to That)
302,Bad Meets Evil featuring Bruno Mars,Lighters
187,Jason Derulo,It Girl
245,Lady Gaga,Yoü and I
229,Kelly Clarkson,Mr. Know It All
187,Nickelback,When We Stand Together
268,The Script,Nothing
214,Lady Antebellum,Just a Kiss
231,Demi Lovato,Skyscraper
210,Trevor Hall,Brand New Day
223,Neon Hitch,Poisoned with Love
203,Lil Playy featuring Matthew Koma,Birthday Dress
193,V V Brown featuring Chiddy Bang,Children
230,Katy Perry,Last Friday Night (T.G.I.F.)
231,LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem
252,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything
259,Lady Gaga,The Edge of Glory
234,Britney Spears,Till the World Ends
227,Jennifer Lopez featuring Pitbull,On the Floor
234,Lupe Fiasco,The Show Goes On
205,Tinie Tempah featuring Eric Turner,Written in the Stars
219,The Black Eyed Peas,Just Can't Get Enough
187,Bruno Mars,The Lazy Song
189,Selena Gomez & the Scene,Who Says
197,Jessie J featuring B.o.B,Price Tag
198,Hot Chelle Rae,Tonight Tonight
249,OneRepublic,Good Life
225,Jason Aldean,Dirt Road Anthem
219,Blake Shelton,Honey Bee
204,Maria K.,Starbucks Smile
222,Jessica Sutta,Show Me
194,Chiddy Bang featuring Icona Pop,Mind Your Manners
209,Dev featuring The Cataracs,Bass Down Low
190,U2,Vertigo
217,Gwen Stefani,What You Waiting For?
188,Lindsay Lohan,Rumors
268,Snoop Dogg featuring Pharrell,Drop It Like It's Hot
243,Destiny's Child featuring T.I. and Lil Wayne,Soldier
186,Ashanti,Only U
213,Chingy,Balla Baby
209,John Legend,Used to Love U
251,Nelly featuring Tim McGraw,Over and Over
222,Frankie J featuring Baby Bash,Obsession (No Es Amor)
246,Omarion,O
246,Howie Day,Collide
237,Hoobastank,Disappear
222,Chevelle,Vitamin R (Leading Us Along)
238,Three Days Grace,Home
220,Lenny Kravitz,Lady
164,Good Charlotte,I Just Wanna Live
174,Frickin' A,Jessie's Girl
161,Skye Sweetnam,Tangled Up in Me
237,Keith Urban,You're My Better Half
243,The Black Eyed Peas,I Gotta Feeling
215,Lady Gaga,LoveGame
207,Jay Sean featuring Lil Wayne,Down
255,Drake,Best I Ever Had
236,Mariah Carey,Obsessed
219,Jason Derulo,Whatcha Say
250,Keri Hilson featuring Kanye West and Ne-Yo,Knock You Down
230,Fabolous featuring The-Dream,Throw It in the Bag
237,Pitbull,Hotel Room Service
217,Michael Franti & Spearhead featuring Cherine Anderson,Say Hey (I Love You)
185,Shakira,She Wolf
192,David Guetta featuring Akon,Sexy Chick
237,Jordin Sparks,Battlefield
277,Kelly Clarkson,Already Gone
248,Daughtry,No Surprise
221,Boys Like Girls,Love Drunk
195,Cobra Starship featuring Leighton Meester,Good Girls Go Bad
197,Katy Perry,Waking Up in Vegas
227,Taylor Swift,You Belong with Me
247,Keith Urban,Only You Can Love Me This Way
184,Katharine McPhee,Had It All
282,D12,My Band
231,Outkast,Hey Ya!
205,Beyoncé,Naughty Girl
231,Nina Sky featuring Jabba,Move Ya Body
194,Christina Milian,Dip It Low
225,The Black Eyed Peas,Hey Mama
231,Beenie Man featuring Ms. Thing,Dude
233,Petey Pablo,Freek-a-Leek
247,Juvenile featuring Soulja Slim,Slow Motion
226,JoJo,Leave (Get Out)
255,Chingy featuring J. Weav,One Call Away
221,Britney Spears,Everytime
189,Jessica Simpson,Take My Breath Away
230,Hoobastank,The Reason
153,Lenny Kravitz,Where Are We Runnin'?
195,Yellowcard,Ocean Avenue
185,Three Days Grace,Just Like You
199,Switchfoot,Meant to Live
220,Los Lonely Boys,Heaven
220,Gretchen Wilson,Redneck Woman
267,Mark Ronson featuring Bruno Mars,Uptown Funk
179,Meghan Trainor,Lips Are Movin
228,Maroon 5,Animals
216,Ed Sheeran,Don't
205,Tove Lo,Habits (Stay High)
230,Ariana Grande and The Weeknd,Love Me Harder
201,Sam Smith,I'm Not the Only One
225,One Direction,Steal My Girl
224,Selena Gomez,The Heart Wants What It Wants
213,Jason Derulo,Trumpets
176,Iggy Azalea featuring MØ,Beg for It
248,Usher featuring Juicy J,I Don't Mind
167,Charli XCX,Boom Clap
204,Mr Probz,Waves (Robin Schulz Radio Edit)
205,Calvin Harris featuring John Newman,Blame
268,Coldplay,A Sky Full of Stars
196,Walk the Moon,Shut Up and Dance
202,Fancy Reagan,Knock Me Out
211,Zara Larsson,Uncover
211,Danny Mercer,Who Are You Loving Now?
176,Jack and Eliza,Hold the Line
224,Bruno Mars,24K Magic
212,Maroon 5 featuring Kendrick Lamar,Don't Wanna Know
225,Alessia Cara,Scars to Your Beautiful
222,Ariana Grande featuring Nicki Minaj,Side to Side
203,DJ Snake featuring Justin Bieber,Let Me Love You
227,The Weeknd featuring Daft Punk,Starboy
291,Rae Sremmurd featuring Gucci Mane,Black Beatles
223,D.R.A.M. featuring Lil Yachty,Broccoli
144,Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem)
203,Fifth Harmony,That's My Girl
214,Jon Bellion,All Time Low
196,Martin Garrix & Bebe Rexha,In the Name of Love
210,Hey Violet,Guys My Age
186,Shawn Mendes,Treat You Better
229,Niall Horan,This Town
226,Gnash featuring Olivia O'Brien,"I Hate U, I Love U"
228,Citizen Four,Testify
238,Dagny featuring Børns,Fool's Gold
195,JoJo featuring Wiz Khalifa,No Apologies
223,Aanysa,Burn Break Crash
185,Maggie Rogers,Alaska
183,Urban Cone,Old School
202,Fall Out Boy,Thnks fr th Mmrs
215,Avril Lavigne,Girlfriend
245,Gwen Stefani featuring Akon,The Sweet Escape
212,Pink,U + Ur Hand
246,Fergie featuring Ludacris,Glamorous
197,Beyoncé and Shakira,Beautiful Liar
249,Justin Timberlake,Summer Love
225,Ne-Yo,Because of You
228,T-Pain featuring Yung Joc,Buy U a Drank (Shawty Snappin')
208,Lloyd,Get It Shawty
261,Huey,"Pop, Lock & Drop It"
205,Mims,Like This
287,Bone Thugs-n-Harmony featuring Akon,I Tried
232,Bow Wow featuring T-Pain & Johntá Austin,Outta My System
214,Kelly Clarkson,Never Again
206,Boys Like Girls,The Great Escape
238,Keith Urban,I Told You So
197,Carrie Underwood,Before He Cheats
238,Elliott Yamin,Wait for You
252,Daughtry,Home
210,Kelly Clarkson,Piece by Piece (Idol version)
231,Justin Bieber,Love Yourself
199,Selena Gomez,Hands to Myself
223,The Chainsmokers featuring Rozes,Roses
250,G-Eazy and Bebe Rexha,"Me, Myself & I"
203,Zayn,Pillowtalk
233,The Weeknd,In the Night
233,Taylor Swift,Out of the Woods
223,Ellie Goulding,Something in the Way You Move
198,Bryson Tiller,Don't
215,DJ Snake featuring Bipolar Sunshine,Middle
186,Alessia Cara,Wild Things
218,Robin Schulz featuring Francesco Yates,Sugar
182,Troye Sivan,Youth
258,James Bay,Let It Go
217,Rachel Platten,Stand by You
192,Andrew Grant,Thinking for a While
169,Bibi Bourelly,Sally
204,That Poppy,Lowlife
196,Phoebe Ryan,Chronic
210,Jodie Abacus,I'll Be That Friend
189,Chris Lane,Fix
227,Wiz Khalifa featuring Charlie Puth,See You Again (from Furious 7)
211,The Weeknd,Can't Feel My Face
225,R. City featuring Adam Levine,Locked Away
179,Silentó,Watch Me (Whip/Nae Nae)
196,Taylor Swift featuring Kendrick Lamar,Bad Blood
219,Selena Gomez featuring A$AP Rocky,Good for You
213,Demi Lovato,Cool for the Summer
216,5 Seconds of Summer,She's Kinda Hot
211,Fall Out Boy,Uma Thurman
187,Charlie Puth featuring Meghan Trainor,Marvin Gaye
201,Rachel Platten,Fight Song
255,Ed Sheeran,Photograph
219,Meghan Trainor featuring John Legend,Like I'm Gonna Lose You
205,Shawn Mendes,Stitches
200,Elle King,Ex's & Oh's
242,Luke Bryan,Strip It Down
208,Nick Fradiani,Beautiful Life
193,The Royal Concept,Smile
192,Connell Cruise,Into the Wild
238,Gavin James,Bitter Pill
246,Parson James,Temple
209,Skylar Stecker,Crazy Beautiful
262,Eminem featuring Rihanna,Love the Way You Lie
215,Bruno Mars,Just the Way You Are
225,Katy Perry,Firework
200,Pink,Raise Your Glass
204,Kesha,We R Who We R
232,Rihanna,Only Girl (In the World)
216,Far East Movement featuring The Cataracs & Dev,Like a G6
204,Pitbull featuring T-Pain,Hey Baby (Drop It to the Floor)
238,Chris Brown,Yeah 3x
184,Edward Maya and Vika Jigulina,Stereo Love
193,Willow Smith,Whip My Hair
262,Waka Flocka Flame featuring Roscoe Dash & Wale,No Hands
239,Trey Songz featuring Nicki Minaj,Bottoms Up
195,Mike Posner,Please Don't Go
199,The Ready Set,Love Like Woe
239,Taylor Swift,Mine
231,Greyson Chance,Waiting Outside the Lines
179,Andrew Allen,Loving You Tonight
239,Mindless Behavior,My Girl
198,Jacob Latimore,This or That
197,LMFAO,Sexy and I Know It
226,Katy Perry,The One That Got Away
241,Lady Gaga,Marry the Night
228,Jessie J,Domino
210,Gym Class Heroes featuring Adam Levine,Stereo Hearts
210,T-Pain featuring Lily Allen,5 O'Clock
232,J. Cole,Work Out
225,Pitbull featuring Chris Brown,International Love
208,Breathe Carolina,Blackout
185,Selena Gomez & the Scene,Love You Like a Love Song
214,Gavin DeGraw,Not Over You
276,Coldplay,Paradise
281,Adele,Someone like You
225,Nickelback,Lullaby
217,Luke Bryan,I Don't Want This Night to End
234,Toby Keith,Red Solo Cup
176,Sammy Adams,Blow Up
226,Hunter Hayes,Somebody's Heartbreak
219,Susan Justice,Eat Dirt
197,The Wanted,Glad You Came
198,Gwen Stefani,Hollaback Girl
193,Will Smith,Switch
234,Amerie,1 Thing
255,Ciara featuring Ludacris,Oh
232,Bobby V,Slow Down
250,Eminem,Mockingbird
214,Brooke Valentine featuring Big Boi and Lil Jon,Girlfight
219,Destiny's Child,Girl
212,Shakira,La Tortura
220,Baby Bash featuring Akon,Baby I'm Back
232,Frankie J,How to Deal
240,John Legend,Ordinary People
247,Anna Nalick,Breathe (2 AM)
249,Keith Urban,Making Memories of Us
235,Backstreet Boys,Incomplete
232,3 Doors Down,Let Me Go
190,Relient K,Be My Escape
221,The Killers,Mr. Brightside
261,Coldplay,Speed of Sound
207,Gorillaz featuring De La Soul,Feel Good Inc.
199,Smash Mouth,All Star
231,Lenny Kravitz,American Woman
149,Blink-182,What's My Age Again?
213,Enrique Iglesias,Bailamos
237,Britney Spears,Sometimes
275,Backstreet Boys,All I Have to Give
224,K-Ci & JoJo,Tell Me It's Real
209,Fatboy Slim,The Rockafeller Skank
268,Limp Bizkit,Nookie
225,Garbage,Special
298,R. Kelly,If I Could Turn Back the Hands of Time
271,Ideal,Get Gone
266,Chanté Moore,Chanté's Got a Man
206,Blessid Union of Souls,Hey Leonardo (She Likes Me for Me)
240,Oleander,Why I'm Here
278,Case,Happily Ever After
275,98 Degrees,The Hardest Thing
152,Fastball,Out of My Head
232,Katy Perry featuring Snoop Dogg,California Gurls
216,Justin Bieber featuring Usher,Somebody to Love (Remix)
184,David Guetta & Chris Willis featuring Fergie & LMFAO,Gettin' Over You
238,The Black Eyed Peas,Rock That Body
205,La Roux,Bulletproof
271,Lady Gaga,Alejandro
212,Mike Posner,Cooler Than Me
209,Travie McCoy featuring Bruno Mars,Billionaire
203,Jason Derulo,Ridin' Solo
223,Shontelle,Impossible
185,Jaron and the Long Road to Love,Pray for You
252,Nickelback,This Afternoon
196,Miranda Cosgrove,Kissin U
192,3OH!3 featuring Kesha,My First Kiss
176,Carrie Underwood,Undo It
203,Jerrod Niemann,"Lover, Lover"
204,Jennette McCurdy,Stronger
255,Days Difference,Speakers
221,Sky Ferreira,Obsession
227,Tiffany Dunn,Shut the Front Door (Got My Girls)
191,NSYNC,It's Gonna Be Me
204,98 Degrees,Give Me Just One Night (Una Noche)
227,Destiny's Child,"Jumpin', Jumpin'"
229,Kandi,Don't Think I'm Not
216,Jessica Simpson,I Think I'm in Love with You
204,soulDecision,Faded
253,Mystikal,Shake It Fast
230,Mýa,Case of the Ex
205,Aaron Carter,Aaron's Party (Come Get It)
204,Britney Spears,Lucky
233,Backstreet Boys,Show Me the Meaning of Being Lonely
231,Sisqó,Incomplete
252,Mandy Moore,I Wanna Be with You
256,Janet Jackson,Doesn't Really Matter
217,BBMak,Back Here
191,Nine Days,Absolutely (Story of a Girl)
233,3 Doors Down,Kryptonite
272,Everclear,Wonderful
223,Bon Jovi,It's My Life
231,Pharrell Williams,Happy
212,Katy Perry featuring Juicy J,Dark Horse
209,Aloe Blacc,The Man
252,Avicii,Hey Brother
212,Bastille,Pompeii
191,Lorde,Team
176,Jason Derulo featuring 2 Chainz,Talk Dirty
181,The Chainsmokers,Selfie
212,DJ Snake and Lil Jon,Turn Down for What
216,Kid Ink featuring Chris Brown,Show Me
216,Naughty Boy featuring Sam Smith,La La La
228,Bruno Mars,Young Girls
276,Miley Cyrus,Adore You
269,John Legend,All of Me
249,Passenger,Let Her Go
193,American Authors,Best Day of My Life
229,Mary Lambert,She Keeps Me Warm
216,Wrabel,Ten Feet Tall
220,Foxes,Youth
219,Conway,Big Talk
184,Pia Mia,On My Mind
239,Lady Gaga featuring Colby O'Donis,Just Dance
222,Britney Spears,Womanizer
180,Christina Aguilera,Keeps Gettin' Better
230,Kevin Rudolf featuring Lil Wayne,Let It Rock
208,Kanye West,Heartless
229,Ne-Yo,Miss Independent
232,John Legend featuring André 3000,Green Light
293,Rihanna,Rehab
217,Pussycat Dolls,I Hate This Part
249,Pink,Sober
207,David Archuleta,Crush
190,Miranda Cosgrove,About You Now
211,The All-American Rejects,Gives You Hell
227,David Cook,Light On
228,Saving Abel,18 Days
250,Nickelback,Gotta Be Somebody
236,Katy Perry,Thinking of You
211,Jason Mraz,I'm Yours
233,Taylor Swift,Love Story
231,Keith Urban,Sweet Thing
212,Katy Perry,Birthday
191,Ariana Grande featuring Iggy Azalea,Problem
222,Magic!,Rude
195,Iggy Azalea featuring Charli XCX,Fancy
172,MKTO,Classic
265,Justin Timberlake,Not a Bad Thing
201,Pitbull featuring G.R.L.,Wild Wild Love
230,Paramore,Ain't It Fun
199,Demi Lovato featuring Cher Lloyd,Really Don't Care
213,Sia,Chandelier
210,Kongos,Come with Me Now
202,5 Seconds of Summer,She Looks So Perfect
191,Rixton,Me and My Broken Heart
171,Sam Smith,Stay with Me
219,Idina Menzel,Let It Go
229,Luke Bryan,Play It Again
263,Jamie Scott,Unbreakable
227,A Great Big World,Already Home
201,"Seven Lions featuring Myon, Shane 54 and Tove Lo",Strangers
175,Jacob Latimore featuring T-Pain,Heartbreak Heard Around the World
245,Teyana Taylor featuring Pusha T and Yo Gotti,Maybe
198,Justin Bieber,Sorry
203,Demi Lovato,Confident
208,Ariana Grande,Focus
207,Ellie Goulding,On My Mind
227,Selena Gomez,Same Old Love
191,Flo Rida,My House
237,The Weeknd,The Hills
197,Alessia Cara,Here
216,Taylor Swift,Wildest Dreams
189,Daya,Hide Away
215,DNCE,Cake by the Ocean
188,Andy Grammer,Good to Be Alive (Hallelujah)
263,Coldplay,Adventure of a Lifetime
194,X Ambassadors,Renegades
190,Charlie Puth,One Call Away
226,Thomas Rhett,Die a Happy Man
194,The Young Wild,Not a One
240,Ben Rector,Brand New
215,The Score,Oh My Love
222,Frankie,New Obsession
217,Transviolet,New Bohemia
229,Nicky Davey,Been Lovin' You
233,Justin Timberlake,Can't Stop the Feeling! (Original Song from DreamWorks Animation's Trolls)
206,The Chainsmokers featuring Daya,Don't Let Me Down
218,Sia featuring Sean Paul,Cheap Thrills
210,Meghan Trainor,No
213,Fifth Harmony featuring Ty Dolla Sign,Work from Home
229,Ariana Grande,Dangerous Woman
232,Nick Jonas featuring Tove Lo,Close
224,Desiigner,Panda
195,Kent Jones,Don't Mind
193,Mike Posner,I Took a Pill in Ibiza (SeeB Remix)
198,Grace featuring G-Eazy,You Don't Own Me
211,Selena Gomez,Kill Em with Kindness
211,Zara Larsson and MNEK,Never Forget You
213,Pink,Just Like Fire (From the Original Motion Picture Alice Through the Looking Glass)
195,Maren Morris,My Church
236,Lukas Graham,7 Years
189,Alx Veliz,Dancing Kizomba (English Version)
205,Sigala featuring John Newman and Nile Rodgers,Give Me Your Love
209,AlunaGeorge featuring Popcaan,I'm in Control
156,Daniel Skye,Smile
190,Kaya Stewart,Sleepover
195,Trap Beckham,Birthday Chick
239,Rihanna,SOS
216,Sean Paul,Temperature
243,Chamillionaire featuring Krayzie Bone,Ridin'
209,Beyoncé,Check on It
228,Chris Brown,Yo (Excuse Me Miss)
200,Bubba Sparxxx,Ms. New Booty
225,T-Pain,I'm n Luv
176,Three 6 Mafia,Poppin' My Collar
217,Ne-Yo,When You're Mad
244,Nick Lachey,What's Left of Me
229,Daniel Powter,Bad Day
235,The Fray,Over My Head (Cable Car)
226,Teddy Geiger,For You I Will (Confidence)
186,Kelly Clarkson,Walk Away
170,KT Tunstall,Black Horse and the Cherry Tree
202,Saving Jane,Girl Next Door
216,Ashley Parker Angel,Let U Go
238,The All-American Rejects,Move Along
217,Nickelback,Savin' Me
258,Keith Urban,Tonight I Wanna Cry
